psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
1_2_1,0.04410280330527387,0.10139799616085594,0.20056124614971615,0.22957573937174777,0.19855624304204655,0.12333689384159188,0.0645826305454203,0.029499673238508946,0.007134080064761413,0.0012526942800770342
1_2_2,0.04329308177702496,0.09918514782143163,0.20021394994450156,0.23101346717651394,0.20019050856890966,0.12253821317981745,0.0653290824237477,0.029857542546941108,0.007123990168342908,0.0012550163927689327
1_3_1,0.016437857778605593,0.03289077726540742,0.07319474555089645,0.1492358023599158,0.2088458644869372,0.21093738761233605,0.18308075079601563,0.11113798610007712,0.012375796098171264,0.0018630319516374464
1_3_2,0.03972229655849114,0.09146747457959839,0.18754314204245148,0.2256874436582575,0.20591112331840222,0.1368604923618972,0.0712344150315132,0.0327527196266535,0.007508292633901084,0.001312600188834415
1_3_3,0.04322024030778092,0.09917783099234154,0.2034606121276116,0.23172543146785884,0.1990909259043271,0.12314470045101195,0.06314330968982769,0.028765532626598086,0.007035531020463161,0.0012358854121790497
1_5_1,0.04832620196871888,0.11318576658379112,0.19594757263688736,0.20442416165363694,0.19521261793310446,0.133205729345352,0.06821613429316503,0.0325254796954599,0.0076329219758883415,0.001323413913996197
1_5_2,0.04610307529100858,0.10735035144108487,0.19180322990540202,0.20945855180725823,0.19858910166053126,0.13386632192895953,0.07042118694786105,0.03339272820978084,0.007681573482820959,0.0013338793252927427
1_5_3,0.04428400031273865,0.10169477939394399,0.20186768816766026,0.2236732144664346,0.19558237936106046,0.1274021572066676,0.06628468438878234,0.03060099126896027,0.007338245131881355,0.0012718603018703953
1_5_4,0.04424933876552164,0.10166677323188235,0.20184691436522315,0.2237150655795268,0.1956046192425474,0.12744754293894348,0.06627541953719877,0.03058603479333647,0.007336609653609312,0.0012716818922107712
1_7_2,0.03399470895901596,0.07725467297598332,0.16309043339840618,0.22619373102880552,0.21765664944810245,0.14786979131169667,0.08497250734507368,0.03958318106185555,0.007986212851089252,0.0013981116199714221
1_10_2,0.03226982303559343,0.06977211866104638,0.14943628668285575,0.21614623813659117,0.21454101289008856,0.15719678278644156,0.10044963588429603,0.049521750298696626,0.009151234814716452,0.001515116809674297
1_11_1,0.03639533447643151,0.08266925045597648,0.17107084777051743,0.22345969651371342,0.20908849726373047,0.1445780818288825,0.08388525778537793,0.039211092688279936,0.008247927655265183,0.001394013561825211
1_11_2,0.038358548977803955,0.08748073689568417,0.17541058799167275,0.21830357013808843,0.20765944942288422,0.14464424636370196,0.08054368194412768,0.03809011560949052,0.008120433083531251,0.001388629573015115
1_11_3,0.03879362849069489,0.0868341203188668,0.16525424514283188,0.20273623967544743,0.20848719752263434,0.15441525158313577,0.08901398213391429,0.04417492322886189,0.008812169700078263,0.0014782422035347262
1_12_1,0.03480048589391013,0.0798695360542524,0.16491677376599093,0.2173329884296831,0.211315210576409,0.15360191705545148,0.0875188822193366,0.040808357474729426,0.008414508551164608,0.0014213399790723154
1_12_2,0.039582692687278,0.09203722686527638,0.18297056698493472,0.22265040000575653,0.20679780617451204,0.14179436038952223,0.07151383028784851,0.03372571863554066,0.007594883734589816,0.0013325142347412324
1_12_3,0.039772178214895544,0.0924658622548227,0.1841447134345231,0.22390880052927117,0.2067137976395235,0.14011592463935654,0.07072988464909172,0.03328744745933334,0.0075370327146376875,0.0013243584645446246
2_2_1,0.032530573119431784,0.07429756352099633,0.14963676003478282,0.2059546895846455,0.21077762560328978,0.16706619063610795,0.10039751354282113,0.04857802321237294,0.009251149073299495,0.0015099116722522394
2_2_2,0.03398156861541802,0.07790400896130582,0.152366203954673,0.20380136770126434,0.21005440773371717,0.1662833073265375,0.09758179843177761,0.047388081856535785,0.00913547634161418,0.0015037790771565349
2_3_2,0.03136626870912192,0.07183057389092407,0.14793118143666478,0.2034346357991402,0.20893833831919248,0.17058766935249264,0.10448026981997742,0.05044148634840774,0.009459054227233154,0.0015305220968453936
2_3_3,0.04002738303628286,0.09127046806653165,0.18756465663157007,0.2237083730699696,0.2063931857944367,0.13677213513644734,0.07157471803546409,0.03374790974323825,0.007614884563194182,0.0013262859228653186
2_4_1,0.04079696748594421,0.09131889642613543,0.17784788971844573,0.21672295567821184,0.2047442471902362,0.13897390238758933,0.08151914626672727,0.03847988528824955,0.008205031985887744,0.0013910775725726736
2_4_2,0.03908700916268116,0.08767553943482222,0.17118200326193103,0.21547509478629884,0.208893965864697,0.14246507101419872,0.08518278525847048,0.04029724973078781,0.008323240148374494,0.0014180413377382006
2_4_3,0.036750680848676776,0.08414462993676462,0.18575173708899112,0.23789284003385852,0.20496723725802513,0.1320384135862647,0.07511984832158038,0.034330271185238716,0.007700217692562557,0.001304124048037525
2_4_4,0.03878221902070404,0.08721197680206433,0.1632778315034582,0.19788738665297545,0.20864633658353982,0.1584300922597187,0.09024121733768918,0.04510119983409736,0.008927983001574522,0.001493757004178404
2_5_1,0.03379139692741692,0.07714324863090916,0.1538424240803241,0.20018396009844489,0.20583195679528524,0.16813155799435575,0.1015974739525493,0.04857782637199583,0.009377995279518535,0.0015221598692003642
2_5_2,0.029161523383507106,0.06719866600771471,0.13681657677530823,0.19487442625835122,0.21035513609181777,0.18467422136598474,0.11095785617792202,0.0545807720508068,0.009803582136795523,0.0015772397517920269
2_6_1,0.038728596961836,0.09002804629820488,0.17053343060696582,0.20771853587522116,0.20576677561405224,0.15517088988392888,0.08327765949043463,0.03891137206177443,0.008446573846173085,0.0014181193614089841
2_6_2,0.032956093892065004,0.0759162578030842,0.149882765637917,0.20626931850205907,0.2150901459503918,0.16917794561427285,0.09475657334812926,0.04562878742676179,0.008829374385787314,0.0014927374395316574
2_6_3,0.04428400031273861,0.10169477939394396,0.20186768816766024,0.22367321446643465,0.19558237936106052,0.12740215720666762,0.06628468438878235,0.030600991268960265,0.007338245131881353,0.0012718603018703955
2_7_1,0.04265027533545325,0.09507411883611573,0.19297665634489894,0.2310871517589623,0.20210930055682105,0.12467648254005166,0.07083799743396656,0.031999028821399704,0.007298549447117126,0.0012904389252137083
2_7_2,0.03089872568174012,0.06951167845304242,0.13905827825030057,0.20082744366686667,0.21893089285455195,0.17512780919998452,0.10427353111958308,0.05055409100241663,0.009271159472888589,0.001546390298625481
2_7_3,0.042065612284397404,0.09582938715015778,0.1880935117532574,0.2241824303668161,0.20535554772998604,0.12959872875826148,0.0724263453213529,0.033610136299389796,0.007522514332587467,0.0013157860037937548
2_8_1,0.014793387460612659,0.029191623066878187,0.06329462822118795,0.1320358228903952,0.1979644751097655,0.2144224361522515,0.20240483575263968,0.130730950342195,0.013240370181062394,0.0019214708230117642
2_8_2,0.014230716962507724,0.02738429681922151,0.058685008195515656,0.12420205307420382,0.19586565685656498,0.2139980529412813,0.20844616225040277,0.1416249762202006,0.013609891379336908,0.001953185300764663
2_8_3,0.03070587149509982,0.07019082561705002,0.14223319863614264,0.20017575091932713,0.2117767606556352,0.17910186010154613,0.10370252844717866,0.051069710832117456,0.009504443796138315,0.0015390494997646815
2_9_1,0.045291280520182886,0.10526946563449782,0.19621498086599873,0.21881073226477235,0.19997235419398074,0.1303622932682413,0.0656006513947226,0.029967938835977835,0.007234509699254652,0.0012757933223710753
2_9_2,0.044566987859591546,0.1029180473224182,0.1925190811661775,0.22257438856880252,0.20570479689900872,0.12515864818619243,0.06706866199513228,0.031007000857168076,0.007198089943498167,0.0012842972020106979
2_9_3,0.042676761295671425,0.0974218988121766,0.18608517987844192,0.2181446308665836,0.20531838523432894,0.13313793154004164,0.0736877540553171,0.03456478224924318,0.007626000169349809,0.0013366758988458075
2_9_4,0.04070337319132429,0.09230886697290781,0.19955079162110478,0.241150494537383,0.20089813412274948,0.11811386703884408,0.06857943496313262,0.030271450299330125,0.00718053068776691,0.0012430565654570026
2_9_5,0.03748512662057631,0.08417155215923587,0.15906568111352173,0.19852954758532257,0.2094325515528065,0.16098694210219722,0.09294502376552313,0.04683020861994656,0.009044897083634236,0.0015084693972358147
3_1_2,0.03278663612849361,0.07439541713176918,0.1537643208179427,0.20879256400944798,0.20941166431007258,0.1641504699926355,0.09811255693667159,0.04792330035934517,0.009159203808689757,0.001503866504931973
3_1_3,0.038453487210471815,0.08870614147922465,0.1729482555853555,0.20990670324267036,0.21090374233720105,0.15277453265047303,0.07898434608891643,0.037830536127146215,0.008089943642027747,0.0014023116365132842
3_1_4,0.03997060617520111,0.09070010252511768,0.19058621035804393,0.22807279901375246,0.20425700206326897,0.1336173680190065,0.07082305162391299,0.03310341150114257,0.007560262056999144,0.0013091866635547976
3_3_1,0.034111084622003345,0.07703451794489354,0.16511496299392037,0.22066979453265134,0.20532373962998296,0.15134816328273268,0.09283803318365447,0.043370909524553795,0.008752559463005374,0.0014362348226021043
