psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
125_11_1,0.04328698372779513,0.0767937885096571,0.15084782457151857,0.19527423059210497,0.19960226835684697,0.152071496913718,0.10963178068151005,0.06031926798225994,0.010509624449507178,0.001662734215081717
129_9_1,0.04328698391975036,0.07679378831435471,0.1508478241730482,0.19527423034106797,0.19960226741873646,0.1520714967144284,0.10963178178624651,0.06031926863851043,0.010509624472824984,0.0016627342210317401
800_8_1,,,,,,,,,,
472_1_1,,,,,,,,,,
309_11_1,,,,,,,,,,
627_2_1,,,,,,,,,,
688_5_1,,,,,,,,,,
286_10_1,,,,,,,,,,
154_4_2,0.04328616599474319,0.07679465850517589,0.15084814528804602,0.19527516199703499,0.19960579231795836,0.15207303271180822,0.10962782791801841,0.06031696546473851,0.010509521689525904,0.0016627281129503518
110_9_3,0.04328693822962597,0.07679384090946437,0.15084781095350677,0.19527429475117228,0.1996025164795113,0.1520716077813931,0.10963153365880209,0.06031910894865153,0.010509615952159932,0.001662732335712916
474_5_2,,,,,,,,,,
639_1_1,,,,,,,,,,
279_5_1,,,,,,,,,,
74_8_1,0.04328698208123691,0.07679379089172564,0.15084782572686528,0.19527423260241406,0.19960227941141218,0.1520715018430648,0.10963176908288899,0.06031926017909164,0.010509624044958749,0.0016627341363412158
705_5_1,,,,,,,,,,
410_5_1,,,,,,,,,,
8_5_2,0.0432869839330281,0.07679378829921062,0.15084782417238746,0.1952742303145257,0.19960226734868558,0.15207149669123193,0.10963178185584499,0.06031926868901192,0.010509624474556136,0.0016627342215177982
64_2_1,0.04328698393303861,0.07679378829919865,0.15084782417234593,0.19527423031451913,0.1996022673486165,0.15207149669121162,0.10963178185592659,0.06031926868906621,0.010509624474558298,0.001662734221518481
421_4_1,,,,,,,,,,
461_5_1,,,,,,,,,,
56_1_1,0.04315485236296513,0.07687109993234385,0.15055599521816268,0.1956889678299273,0.20035102412261488,0.15260358968978244,0.10875210176145633,0.05989752543103779,0.010462486218688333,0.001662357433021366
769_7_2,,,,,,,,,,
548_1_1,,,,,,,,,,
487_3_1,,,,,,,,,,
618_12_1,,,,,,,,,,
617_2_1,,,,,,,,,,
767_4_2,,,,,,,,,,
471_1_1,,,,,,,,,,
557_1_2,,,,,,,,,,
143_10_2,0.04328698389852688,0.07679378833501944,0.1508478242513148,0.19527423035884783,0.199602267523737,0.15207149672589496,0.10963178165127317,0.06031926856481569,0.010509624470264612,0.001662734220305715
582_6_2,,,,,,,,,,
533_6_1,,,,,,,,,,
