psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
1_7_1,0.034926236236609474,0.08148728677481863,0.1618013172455978,0.2340524576608321,0.21976015729116408,0.13740777733881368,0.0824766859083208,0.03870877115417374,0.007912486437011052,0.0014668239526588317
1_8_1,0.03725584656366404,0.08151729870086225,0.17827501113930486,0.2400170552098638,0.21125256197788167,0.12833704414262528,0.0769024529397853,0.03712699183672666,0.007876923628612113,0.0014388138606742063
1_10_1,0.01940855309499439,0.039247665398977026,0.08348590286372157,0.152763612075033,0.20599516954441044,0.20723581601507932,0.17361155124475935,0.10387607325087493,0.012397191491102435,0.0019784650210473596
2_3_1,0.028990070543507253,0.06628109331029561,0.13885253789303867,0.20082744715473416,0.2148933312972259,0.17724225414466108,0.10832638708198182,0.053364973687691865,0.009576009422095104,0.001645895464768584
3_1_1,0.040486756318523255,0.09166952263695091,0.18427781488226663,0.2265001787507247,0.20434076926876546,0.13431031677368857,0.07338610445571589,0.035697643484677334,0.007890424417895303,0.0014404690107920409
5_4_1,0.016153996223046047,0.03293445328516864,0.06551842979708224,0.12570424013024256,0.1963364437789459,0.23204434914699795,0.19614602665631595,0.12020258890227449,0.012949838709837331,0.0020096333700888105
7_8_2,0.016781343594372177,0.033124778477712905,0.06583726412383928,0.12388888614004284,0.194941823916818,0.2289250825817076,0.19636870261880995,0.12483164968574849,0.013253422218702253,0.002047046642246547
7_9_2,0.04321512818395055,0.09904433316789861,0.19624784674283563,0.23319602939121417,0.204076914317082,0.12103637161918093,0.06406981449076588,0.030591912065013507,0.0071667078360856725,0.0013549421859731386
9_1_1,0.038840895138008015,0.08730133680033433,0.18169499838255215,0.2363568352253463,0.21074714679129566,0.12843970638934643,0.07307660899191414,0.03455161737938605,0.007576292578589634,0.001414562323227313
9_3_1,0.028024823050482095,0.06640159160558169,0.12966203989218597,0.18842986151192462,0.21875552200949894,0.1910168780108231,0.11266357613902976,0.05382732632462859,0.009548138141128308,0.0016702433147170247
10_6_2,0.04621854101432913,0.10380362422179897,0.20946136816478125,0.22898083307846806,0.19769407938385014,0.11743685924172885,0.059488280365117045,0.028607700560868737,0.006980498284990536,0.0013282156840673223
12_7_1,0.04419653095577458,0.10000100301744479,0.1969639145313537,0.23070677210290097,0.2028607100934333,0.12222263687706479,0.06393735738623672,0.03055670476249853,0.007192494895559935,0.0013618753777325367
13_3_2,0.029545765337715597,0.060244747794008235,0.14441105729462064,0.2333958912696189,0.2190254553844353,0.1405243634252532,0.1044267757366553,0.057279018805564574,0.009529320510362937,0.001617604441765152
15_4_1,0.04229641968484269,0.09502558978495261,0.19833526483348315,0.2407324267659375,0.20430786241347493,0.11755318064812606,0.06357801021100518,0.029799270953271086,0.007035576059635329,0.0013363986452715917
15_8_1,0.028361944667968778,0.06244526247728098,0.13652928881938595,0.20788274581681032,0.215342559699991,0.16831275843565502,0.11097803120582807,0.058618203257984905,0.009870855902974193,0.0016583497161207486
15_9_2,0.040447441613251464,0.09133498216723282,0.18880164883899006,0.23706850667736973,0.2067812637415718,0.12462953179321666,0.06928468573919819,0.03282375330843158,0.007441706704319348,0.001386479416418387
15_11_2,0.051018953015747937,0.11449095750655414,0.21221542286607756,0.23081069397732346,0.19163658948202247,0.11032765567644257,0.054864833579719746,0.026573507129472665,0.006763104402735651,0.0012982823639038617
16_7_1,0.02627317151935779,0.05712177546358722,0.12193867955890203,0.19122943170275944,0.2165655471053016,0.18426396500945838,0.12478024946258746,0.06566316580480562,0.010415408046075493,0.0017486063271647772
16_8_1,0.04025357458331781,0.09024858807739272,0.18286632379718265,0.21540772610556128,0.20664667041182228,0.14312655948691097,0.07585198128612342,0.0361733707566017,0.00794946397848198,0.0014757415166050522
16_9_1,0.030810781554505735,0.07311008237414089,0.14115187623756917,0.20938922457373285,0.22243430117238472,0.16726679915069861,0.09926798020511107,0.04622556616715851,0.008761159195613608,0.0015822293690848266
17_3_1,0.02718312884142555,0.06378735420326394,0.1314794351788613,0.2159653514234327,0.22594372842967148,0.16611112932718006,0.10813778208879707,0.05075803697316955,0.009037852422504886,0.0015962011116936055
17_6_1,0.03820873043870506,0.08553052738448556,0.1794701254590497,0.22479511544042624,0.20809393777121182,0.13800357315632578,0.07790414156452534,0.03838978703522632,0.008130435871391048,0.0014736258786532499
18_2_1,0.042205595892735585,0.0966162188110111,0.19645122623367597,0.237196175806503,0.20329270904305233,0.12073867383987529,0.06469347231853997,0.030298529455738743,0.007160815898421253,0.0013465827004467646
18_8_1,0.043596732861751926,0.09981118501003383,0.1991792496086354,0.2362338973968917,0.20221751946545857,0.1180933925393779,0.06260789708957293,0.029837584374633377,0.007085249274358413,0.0013372923792859181
19_3_1,0.04382367976266086,0.10035700516637068,0.18966748060695127,0.21511020816188184,0.20436015922805237,0.13577996916914947,0.0687776265804001,0.03310420389232598,0.0075902502676081915,0.0014294171645990578
20_3_1,0.04049015227356106,0.094145664064941,0.1881920394254045,0.24325408304496768,0.20958067383593204,0.11964038248778316,0.06587365973357351,0.030436083543713164,0.007046244636598525,0.001341016953525402
21_1_2,0.03764825333863787,0.08568441705990631,0.1775515607257691,0.22910407440502736,0.21205727682215036,0.13659305131059685,0.07650712479438015,0.03565062154372709,0.00776274218708358,0.0014408778127214846
21_2_1,0.05718896858674373,0.12335164015441659,0.25223445737636846,0.23112391270463536,0.1757164744999595,0.0914536898661692,0.041796213637408146,0.020186854622971474,0.005807271724731627,0.0011405168265959124
21_5_1,0.01664595157912535,0.03336278674436703,0.06740632904959828,0.12995153315184532,0.19696456766036705,0.22463714440893173,0.1943668888260551,0.12160146930973946,0.013043608086926744,0.0020197211830438448
24_6_1,0.041637874899726014,0.09411353927338718,0.1964768081701992,0.24261192457390368,0.20302392452780335,0.11797393378031537,0.06507232443071247,0.030575109342185436,0.007171337907915989,0.0013432230938512772
24_7_1,0.06002106266833205,0.1313457708941594,0.2572594933373501,0.22350323119945575,0.17226827987997873,0.09024270234622557,0.039280885590354274,0.01928582939367027,0.005672716095394761,0.0011200285950791658
25_7_5,0.03315010532117685,0.08031338494073052,0.1580568861033727,0.23981612464259758,0.22381314923833762,0.13791473097006438,0.08175537296743005,0.03616351685286388,0.007586309969186667,0.0014304189942396614
26_1_2,0.04329301603808215,0.09921097364727824,0.1967528331711748,0.2336253167772005,0.2039440254347202,0.12051725879210595,0.06376681741308983,0.03039783178487277,0.007140411970543023,0.0013515149709326386
26_2_1,0.04156062863746025,0.09425883412168008,0.19552246930529937,0.24063087282317056,0.2034536774059348,0.11964424069092448,0.06557227685180585,0.030797523993719798,0.007210104828997568,0.0013493713410072652
26_3_2,0.04304700255453669,0.09899775435689466,0.19498605844427694,0.23130448166004752,0.2040900200111593,0.12338030593728046,0.06488277089244637,0.030733142433101625,0.007216682564324299,0.0013617811459321401
26_7_1,0.039967534549936956,0.09079280232179059,0.18793394151364193,0.2361495817009454,0.20680931572006062,0.12658571589965126,0.07005745539815501,0.032848658175424705,0.007466361599578327,0.0013886331208153367
28_8_1,0.03537588401303113,0.07989249829261842,0.1693672244157616,0.23756130981647125,0.21572569014832338,0.13417522665532391,0.08069437187776161,0.03785635223710607,0.007898609977332651,0.0014528325662700702
29_1_1,0.04181999665592765,0.09481597700026761,0.19566946644842975,0.2399234812752281,0.20350513399027953,0.11965296467976776,0.06536505845490695,0.030699745490911545,0.007198529096671643,0.0013496469076094374
29_2_1,0.047707432534465216,0.10639565429138784,0.21636943613295048,0.2312328818425749,0.19390067366488123,0.11238824042357504,0.05652892946988784,0.027348565999647998,0.006828037005808912,0.0013001486348204784
30_1_1,0.04215291882341267,0.09545132715442162,0.1956343780020594,0.2382074151101287,0.20344975849060093,0.12025875534003573,0.06539811860796053,0.0308688817603219,0.007223948723555586,0.0013544979875030224
30_4_1,0.03689683487517508,0.08346968854997536,0.1712272335776518,0.23785516724651581,0.2155170444271732,0.1302439617673825,0.07805560810229471,0.037471677191214234,0.007815984607332857,0.0014467996552842942
31_2_1,0.047707432534465216,0.10639565429138784,0.21636943613295048,0.2312328818425749,0.19390067366488123,0.11238824042357504,0.05652892946988784,0.027348565999647998,0.006828037005808912,0.0013001486348204784
31_3_1,0.039523866532059394,0.09187497040622515,0.18375479022834748,0.24294701371169267,0.21127180928826778,0.12207429270504172,0.06833571487253189,0.031671790294428105,0.0071855509267633915,0.0013602010346424288
32_3_1,0.026872884141769145,0.06201586837011914,0.1268462924314669,0.19425666505781852,0.21776854345148183,0.18583367535275294,0.11732764860180955,0.05757531087944528,0.009816231036853666,0.0016868806764829439
32_7_1,0.05061445505581643,0.10933975038845785,0.22913065780438194,0.2226606678132557,0.18832812052237277,0.1129645208901875,0.053472387512984575,0.025541748970316722,0.0066626124489653805,0.0012850785932613342
32_9_1,0.026582602002795684,0.06144079571477155,0.12427529110557617,0.18865035753861,0.2175963310698008,0.1913198814801318,0.11945241472334323,0.05903537741914202,0.009944420264218915,0.0017025286816100907
33_5_1,0.03521590570267027,0.0803460602028438,0.15881040044330388,0.20913264726696232,0.21529904467694036,0.15837475787970828,0.08934910453639545,0.04328674703627717,0.008622596285004171,0.0015627359698940136
