psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
125_11_1,0.025525154716337182,0.05981421597616246,0.0876230993543617,0.22063903252339143,0.2337484521530917,0.18254080146030993,0.12175315295750103,0.053184144482132385,0.011968553683316311,0.0032033926933954042
129_9_1,0.0370753463761255,0.05861249077198452,0.08872287401728192,0.21483247601347183,0.18498337524861244,0.1698119519097457,0.16363117404057637,0.06414855887241257,0.014398062284661105,0.003783690465127668
800_8_1,0.027462905715568742,0.057545835476431474,0.08016824410229223,0.21741019329342373,0.22822346945410305,0.18498377685536505,0.13286890743855673,0.05486783090679624,0.012672729381281184,0.00379610737618157
472_1_1,0.0349055658402898,0.057764145961876304,0.0855940161571468,0.2170240346262353,0.19367488281039003,0.17293661186928214,0.15792850155327479,0.06260600041609184,0.01400713188950428,0.0035591088759086872
309_11_1,0.027289371748341458,0.05763038420157619,0.07826320827835062,0.22213706669232797,0.22680234314349892,0.18208507099479845,0.13238945981126182,0.057130530342948786,0.012433848939271954,0.0038387158476236908
627_2_1,0.029285958632688493,0.05680552897436851,0.0806017949879005,0.21976012439502512,0.22246493421191904,0.18138045876209122,0.13622627490394004,0.05686908294065684,0.012842725603286802,0.0037631165881238204
688_5_1,0.028845750826747597,0.05693909545773871,0.08079920305197195,0.21970522827279917,0.22437326154863343,0.18177318326366587,0.13457186077697147,0.05643056954804629,0.012758793819814073,0.003803053433611994
286_10_1,0.03691074119998216,0.05852470345591323,0.08848396625232119,0.21503190194784222,0.1856723239262031,0.17008411611226334,0.16315380730161375,0.06401837127408304,0.01436036730027292,0.00375970122950496
154_4_2,0.03155192441109879,0.05676252029277143,0.08084876525577393,0.219652889333764,0.21319593567223402,0.17825471622804082,0.1439786304964895,0.058962517924086,0.013298926793840237,0.003493173591901143
110_9_3,0.03285317475879231,0.0559443883541731,0.07991504203312721,0.22494548496001882,0.21377955761732256,0.17387343517728382,0.14038153757701893,0.06059730580801294,0.013828551434949808,0.0038815222793004093
474_5_2,0.024284876938626583,0.07053736464178427,0.0982431183340665,0.2158097756856353,0.2463484692854661,0.18306151879618857,0.1000021480593809,0.04819667636313754,0.011007201907529499,0.0025088499881842636
639_1_1,0.03377309542376901,0.057033524699900855,0.08341891074242251,0.21774919427314093,0.1989671009565796,0.17479619204747418,0.154765466301008,0.06235500224404351,0.013718014024522497,0.0034234992871392624
279_5_1,0.024300592044461326,0.06322297975919967,0.09365368922520521,0.21686435219003788,0.24256140415709018,0.18415270301270342,0.11080977837838896,0.050666186782141076,0.011178706278774977,0.0025896081719968727
74_8_1,0.03095440122304091,0.057170034347608194,0.08066783046689313,0.22072024475436236,0.2117513799395099,0.1785786084317223,0.14409883023712192,0.05920801298233065,0.013285190949959393,0.0035654666674509758
705_5_1,0.0354018522817046,0.057918756513400574,0.08606508472538099,0.21656963082671676,0.19214133427993904,0.17239914346386262,0.1589385913994736,0.06291994579110186,0.014061087919674357,0.003584572798745382
